ride_id,date,time,day_of_week,hour,is_weekend,pickup_location,drop_location,vehicle_type,distance_km,trip_duration_min,payment_type,weather,surge_multiplier,ride_status,fare_amount,driver_rating,customer_rating
UB119463,2024-03-05,08:43,Tuesday,8,False,Old City,Suburb North,Moto,4.65,13.7,UPI,Fog,1.5,Completed,80.79,4.8,4.5
UB119390,2024-03-05,09:05,Tuesday,9,False,University Area,Old City,Auto,3.16,9.8,Card,Clear,1.5,Completed,90.12,4.2,4.7
UB105905,2024-03-05,09:08,Tuesday,9,False,Old City,Mall District,UberX,3.98,10.7,Card,Clear,1.0,Completed,126.0,4.3,4.8
UB109213,2024-03-05,09:20,Tuesday,9,False,Railway Station,Airport,UberX,9.28,21.8,UPI,Clear,1.0,No Cars Available,0.0,,
UB115313,2024-03-05,09:25,Tuesday,9,False,Airport,University Area,UberGo,10.44,38.2,Cash,Clear,1.8,Completed,381.85,4.4,4.1
UB118465,2024-03-05,09:43,Tuesday,9,False,University Area,Suburb North,UberXL,8.97,20.5,Card,Clear,1.5,Completed,381.78,4.8,4.8
UB102921,2024-03-05,09:52,Tuesday,9,False,Downtown,Riverside,Premier,5.1,18.4,UPI,Clear,1.2,Completed,248.62,4.3,5.0
UB109458,2024-03-05,09:52,Tuesday,9,False,University Area,Riverside,UberGo,2.47,7.7,UPI,Clear,1.5,Completed,118.08,4.2,4.9
UB111450,2024-03-05,10:16,Tuesday,10,False,Downtown,Mall District,Moto,4.13,13.2,UPI,Clear,1.0,Completed,50.34,5.0,5.0
UB110837,2024-03-05,10:27,Tuesday,10,False,Suburb South,Old City,UberGo,2.85,13.5,Wallet,Cloudy,1.0,Completed,91.6,4.8,4.7
UB108533,2024-03-05,10:46,Tuesday,10,False,Suburb South,University Area,UberX,4.28,14.1,UPI,Rain,1.8,Completed,244.84,4.0,4.8
UB116926,2024-03-05,11:28,Tuesday,11,False,Airport,Old City,UberX,4.35,10.1,Cash,Rain,1.2,Completed,155.68,4.7,5.0
UB101399,2024-03-05,11:49,Tuesday,11,False,University Area,Suburb North,UberGo,5.82,23.4,Wallet,Clear,1.0,Completed,139.12,5.0,4.7
UB102139,2024-03-05,12:37,Tuesday,12,False,Riverside,Railway Station,Auto,3.71,12.4,UPI,Clear,1.0,Completed,67.08,4.9,4.8
UB115628,2024-03-05,12:53,Tuesday,12,False,Suburb South,Airport,UberXL,6.61,20.1,Cash,Clear,1.0,Completed,215.96,4.1,4.4
UB115722,2024-03-05,13:19,Tuesday,13,False,Suburb North,Riverside,Premier,13.21,38.6,Card,Cloudy,1.0,Completed,389.49,4.7,4.9
UB116081,2024-03-05,14:58,Tuesday,14,False,Suburb North,Suburb South,Premier,4.25,10.0,Wallet,Clear,1.0,Completed,174.25,3.9,5.0
UB106975,2024-03-05,17:02,Tuesday,17,False,Riverside,Airport,Moto,3.03,11.7,Card,Cloudy,1.0,Completed,42.54,4.4,4.7
UB113425,2024-03-05,17:16,Tuesday,17,False,Suburb South,Downtown,UberXL,9.65,23.1,Card,Cloudy,1.0,Completed,270.6,4.7,4.7
UB108572,2024-03-05,17:19,Tuesday,17,False,Tech Park,Airport,Auto,11.33,30.8,Card,Clear,1.0,Completed,146.44,4.3,4.5
UB101711,2024-03-05,17:22,Tuesday,17,False,Old City,University Area,Moto,10.81,22.2,UPI,Cloudy,1.0,Completed,97.62,4.3,4.9
UB101078,2024-03-05,17:29,Tuesday,17,False,Tech Park,Railway Station,Premier,8.53,25.2,UPI,Cloudy,1.0,Completed,280.45,4.4,4.9
UB100662,2024-03-05,17:31,Tuesday,17,False,Airport,Suburb South,Premier,3.09,11.2,Card,Fog,1.0,Completed,157.17,4.1,4.5
UB103753,2024-03-05,17:37,Tuesday,17,False,Riverside,University Area,Moto,17.45,48.6,Card,Cloudy,1.0,Completed,158.58,5.0,4.8
UB106501,2024-03-05,17:41,Tuesday,17,False,Suburb North,University Area,Moto,1.52,4.8,UPI,Cloudy,1.0,Completed,27.96,4.7,5.0
UB108850,2024-03-05,17:48,Tuesday,17,False,Railway Station,Airport,UberX,13.01,46.0,UPI,Clear,1.0,Completed,306.93,4.1,5.0
UB108226,2024-03-05,17:51,Tuesday,17,False,Old City,Suburb South,UberX,9.07,22.3,Cash,Clear,1.0,Completed,213.05,4.1,4.4
UB114241,2024-03-05,18:02,Tuesday,18,False,Airport,Downtown,UberXL,4.45,20.2,Card,Clear,1.5,Completed,272.4,4.8,4.1
UB103126,2024-03-05,18:03,Tuesday,18,False,Riverside,Suburb South,Auto,6.22,21.2,Wallet,Clear,1.2,Cancelled by Driver,0.0,,
UB104242,2024-03-05,18:10,Tuesday,18,False,University Area,Downtown,Auto,5.37,13.6,UPI,Clear,1.0,Cancelled by Driver,0.0,,
UB103855,2024-03-05,18:14,Tuesday,18,False,Mall District,Suburb North,UberGo,9.46,29.9,Cash,Cloudy,1.0,Cancelled by Driver,0.0,,
UB119163,2024-03-05,18:29,Tuesday,18,False,Suburb South,Airport,Moto,1.35,7.7,UPI,Fog,1.2,Completed,35.11,5.0,4.2
UB113166,2024-03-05,18:45,Tuesday,18,False,Tech Park,Old City,Moto,1.19,6.2,Cash,Rain,1.2,No Cars Available,0.0,,
UB119187,2024-03-05,18:50,Tuesday,18,False,Suburb South,Old City,Premier,2.55,5.6,Card,Rain,1.2,Cancelled by Rider,0.0,,
UB103018,2024-03-05,18:55,Tuesday,18,False,Mall District,University Area,UberXL,10.46,30.8,UPI,Clear,1.0,Completed,298.96,3.7,4.6
UB113059,2024-03-05,19:17,Tuesday,19,False,Mall District,Tech Park,UberX,8.34,31.2,Wallet,Rain,1.5,Cancelled by Rider,0.0,,
UB102365,2024-03-05,20:38,Tuesday,20,False,Riverside,University Area,UberGo,1.32,3.0,UPI,Clear,1.0,Completed,59.02,5.0,4.6
UB110861,2024-03-05,22:38,Tuesday,22,False,Suburb North,Suburb South,UberGo,1.41,3.0,Card,Clear,1.0,Completed,60.01,4.4,4.4
UB107231,2024-03-05,23:14,Tuesday,23,False,Railway Station,University Area,UberGo,1.85,5.1,Cash,Clear,1.0,Completed,68.0,4.3,4.4
UB118639,2024-03-05,23:21,Tuesday,23,False,Suburb South,University Area,Auto,1.75,7.6,UPI,Clear,1.0,Completed,46.6,4.7,4.9
UB113366,2024-03-06,01:15,Wednesday,1,False,Suburb South,Tech Park,Premier,12.29,42.4,UPI,Clear,1.0,Completed,382.21,4.7,4.5
UB110403,2024-03-06,03:05,Wednesday,3,False,Mall District,Suburb North,UberGo,3.2,6.6,UPI,Clear,1.0,Completed,85.1,4.5,4.3
UB100934,2024-03-06,04:06,Wednesday,4,False,University Area,Tech Park,UberX,4.79,13.2,UPI,Rain,1.2,Completed,169.24,4.5,4.3
UB110703,2024-03-06,04:30,Wednesday,4,False,Downtown,Suburb North,UberGo,3.46,8.1,Card,Clear,1.0,Completed,90.21,4.6,4.1
UB118293,2024-03-06,05:52,Wednesday,5,False,Suburb South,Suburb North,UberGo,2.77,7.5,UPI,Cloudy,1.0,Completed,81.72,4.3,5.0
UB100864,2024-03-06,07:06,Wednesday,7,False,Airport,Railway Station,Auto,5.51,14.0,Card,Clear,1.0,Completed,83.08,4.4,4.1
UB112106,2024-03-06,07:07,Wednesday,7,False,Airport,Downtown,UberGo,6.49,17.1,UPI,Clear,1.0,Completed,137.04,4.2,4.9
UB100356,2024-03-06,07:17,Wednesday,7,False,Old City,Tech Park,UberX,2.23,10.1,UPI,Clear,1.0,Completed,102.17,5.0,4.6
UB103331,2024-03-06,07:31,Wednesday,7,False,Old City,Suburb South,UberGo,6.95,19.0,UPI,Clear,1.0,Completed,144.95,4.6,4.6
UB110640,2024-03-06,08:03,Wednesday,8,False,Downtown,Suburb North,UberX,1.85,6.7,UPI,Cloudy,1.2,Completed,109.33,4.4,5.0
UB105875,2024-03-06,08:23,Wednesday,8,False,Railway Station,Suburb North,UberGo,6.14,21.6,UPI,Clear,1.5,Completed,209.91,5.0,5.0
UB115053,2024-03-06,08:50,Wednesday,8,False,Downtown,Riverside,UberXL,2.59,9.5,UPI,Clear,1.2,Cancelled by Rider,0.0,,
UB113142,2024-03-06,08:57,Wednesday,8,False,Suburb North,Downtown,UberX,6.28,23.5,Card,Clear,1.0,Completed,178.94,4.6,4.8
UB116439,2024-03-06,09:00,Wednesday,9,False,Railway Station,Suburb South,UberX,14.69,36.0,Cash,Clear,1.0,No Cars Available,0.0,,
UB115499,2024-03-06,09:02,Wednesday,9,False,Tech Park,Downtown,UberX,9.58,33.9,UPI,Clear,1.5,Completed,360.84,4.4,4.4
UB119179,2024-03-06,09:19,Wednesday,9,False,Railway Station,Airport,Auto,6.46,20.5,Cash,Clear,1.2,Completed,116.62,4.4,4.4
UB106468,2024-03-06,09:21,Wednesday,9,False,Airport,Suburb South,Auto,3.85,14.9,Wallet,Cloudy,2.0,Completed,141.4,4.8,4.2
UB116076,2024-03-06,09:28,Wednesday,9,False,Airport,University Area,UberXL,0.8,3.0,UPI,Fog,1.5,Completed,133.2,4.9,4.6
UB108535,2024-03-06,09:32,Wednesday,9,False,Tech Park,Downtown,UberX,6.96,24.9,Card,Clear,1.0,Completed,190.3,5.0,4.2
UB103532,2024-03-06,09:37,Wednesday,9,False,Mall District,University Area,UberX,4.21,9.1,Card,Clear,1.0,Completed,126.11,4.4,4.8
UB111991,2024-03-06,10:25,Wednesday,10,False,Suburb North,Tech Park,UberGo,5.59,16.9,UPI,Cloudy,1.0,Completed,126.84,4.4,5.0
UB109488,2024-03-06,11:55,Wednesday,11,False,Suburb South,Railway Station,UberGo,5.16,20.4,Wallet,Clear,1.0,Completed,127.36,4.1,4.1
UB113790,2024-03-06,12:04,Wednesday,12,False,Railway Station,Mall District,UberGo,6.78,21.3,Card,Clear,1.0,Completed,146.53,4.2,4.8
UB118717,2024-03-06,15:48,Wednesday,15,False,Downtown,Airport,UberXL,4.86,6.2,Wallet,Clear,1.0,Completed,160.16,4.4,4.8
UB112086,2024-03-06,15:57,Wednesday,15,False,Downtown,Suburb North,UberGo,5.85,19.4,UPI,Fog,1.0,Completed,133.45,4.7,4.8
UB110927,2024-03-06,16:13,Wednesday,16,False,Mall District,University Area,Premier,6.64,14.8,Card,Rain,1.0,Completed,225.44,4.4,4.8
UB101756,2024-03-06,16:57,Wednesday,16,False,Suburb South,Railway Station,UberGo,11.32,34.0,UPI,Clear,1.0,Completed,215.52,4.7,4.8
UB113476,2024-03-06,17:23,Wednesday,17,False,Suburb South,Airport,Auto,4.37,19.9,UPI,Cloudy,1.0,Completed,79.86,4.4,4.5
UB102180,2024-03-06,17:38,Wednesday,17,False,Tech Park,Airport,UberGo,11.38,41.3,Card,Clear,1.0,Completed,227.13,4.2,4.6
UB115104,2024-03-06,17:49,Wednesday,17,False,Downtown,Old City,Auto,8.37,23.7,UPI,Clear,1.0,Completed,115.66,3.9,4.1
UB118840,2024-03-06,17:49,Wednesday,17,False,Riverside,Suburb North,UberGo,1.24,3.0,Cash,Clear,1.0,Completed,58.14,4.6,4.8
UB103435,2024-03-06,17:52,Wednesday,17,False,Riverside,Downtown,Premier,4.85,17.6,Wallet,Fog,1.0,Completed,201.17,5.0,4.6
UB118217,2024-03-06,17:56,Wednesday,17,False,Suburb South,Riverside,UberXL,6.05,15.5,UPI,Clear,1.0,Completed,197.8,4.8,4.7
UB107202,2024-03-06,18:08,Wednesday,18,False,Old City,Downtown,UberGo,11.74,38.6,UPI,Rain,1.5,Completed,340.56,4.3,4.4
UB115709,2024-03-06,18:17,Wednesday,18,False,Old City,Suburb South,UberGo,11.21,30.4,UPI,Clear,1.5,Completed,313.37,5.0,4.5
UB119787,2024-03-06,18:43,Wednesday,18,False,Mall District,Tech Park,UberX,7.35,14.7,UPI,Cloudy,1.2,Completed,212.41,4.4,4.6
UB117968,2024-03-06,18:51,Wednesday,18,False,Railway Station,Airport,Auto,8.27,22.2,UPI,Rain,1.2,Completed,136.03,4.9,4.3
UB108214,2024-03-06,18:56,Wednesday,18,False,Tech Park,Downtown,Moto,4.38,3.0,Card,Clear,1.2,Completed,52.42,4.8,4.5
UB102083,2024-03-06,18:57,Wednesday,18,False,Railway Station,Old City,Premier,3.46,7.3,Card,Fog,1.0,Completed,154.88,4.4,4.9
UB106069,2024-03-06,19:05,Wednesday,19,False,Airport,Railway Station,Moto,6.02,13.7,UPI,Cloudy,1.2,Completed,74.5,4.7,4.6
UB107426,2024-03-06,19:19,Wednesday,19,False,Downtown,University Area,Auto,1.98,3.3,UPI,Clear,1.0,Completed,44.14,5.0,4.6
UB100875,2024-03-06,19:21,Wednesday,19,False,Suburb South,Suburb North,UberXL,5.37,24.3,Card,Cloudy,1.0,Completed,204.52,4.6,4.7
UB108410,2024-03-06,19:26,Wednesday,19,False,Riverside,Suburb North,UberGo,1.47,5.6,UPI,Fog,1.0,Completed,64.57,4.4,4.3
UB104513,2024-03-06,19:35,Wednesday,19,False,Downtown,University Area,Premier,9.85,36.0,UPI,Clear,1.2,Completed,391.98,4.3,4.8
UB117622,2024-03-06,20:05,Wednesday,20,False,Riverside,University Area,UberX,1.11,3.7,Card,Clear,1.0,Completed,76.09,4.7,4.1
UB117481,2024-03-06,21:27,Wednesday,21,False,Downtown,Old City,Auto,15.22,53.5,UPI,Cloudy,1.0,Completed,200.26,4.1,4.7
UB105341,2024-03-06,21:56,Wednesday,21,False,Suburb North,Airport,Auto,1.48,3.0,Cash,Clear,1.0,No Cars Available,0.0,,
UB119361,2024-03-07,00:57,Thursday,0,False,Mall District,Suburb North,UberX,13.08,34.0,UPI,Clear,1.0,Completed,286.24,5.0,4.9
UB103017,2024-03-07,01:17,Thursday,1,False,Old City,University Area,UberX,2.78,7.4,UPI,Clear,1.0,Completed,104.46,4.4,4.6
UB115289,2024-03-07,06:33,Thursday,6,False,Railway Station,Downtown,UberGo,3.92,12.5,Cash,Clear,1.0,Completed,101.87,4.6,5.0
UB110159,2024-03-07,06:36,Thursday,6,False,Suburb North,Tech Park,Auto,5.93,17.7,UPI,Clear,1.0,Completed,90.14,4.6,4.5
UB118442,2024-03-07,06:44,Thursday,6,False,Railway Station,Tech Park,Auto,3.54,22.6,UPI,Cloudy,1.0,Completed,75.92,4.4,4.8
UB117164,2024-03-07,07:12,Thursday,7,False,Mall District,Downtown,UberX,11.65,47.4,UPI,Cloudy,1.0,Completed,291.77,5.0,4.6
UB104663,2024-03-07,07:21,Thursday,7,False,Downtown,Old City,Auto,0.94,7.5,Cash,Clear,1.0,No Cars Available,0.0,,
UB106125,2024-03-07,07:36,Thursday,7,False,Railway Station,Airport,UberGo,3.06,12.1,UPI,Rain,1.0,Completed,91.81,4.5,5.0
UB111894,2024-03-07,07:36,Thursday,7,False,Railway Station,Tech Park,Auto,8.64,23.8,Wallet,Clear,1.0,Completed,117.92,4.3,4.7
UB102305,2024-03-07,07:49,Thursday,7,False,Suburb South,Downtown,Moto,8.82,20.5,UPI,Clear,1.0,Completed,84.32,4.4,4.5
UB110628,2024-03-07,07:59,Thursday,7,False,Airport,Old City,UberX,5.94,21.5,Cash,Clear,1.0,Completed,170.92,4.1,4.5
UB100730,2024-03-07,08:21,Thursday,8,False,Suburb South,Suburb North,Auto,3.96,10.8,Card,Clear,1.2,Completed,80.98,4.4,4.5
UB105084,2024-03-07,08:39,Thursday,8,False,Mall District,Airport,UberGo,9.19,34.6,Card,Cloudy,1.0,Completed,192.99,4.7,5.0
UB115491,2024-03-07,08:42,Thursday,8,False,Old City,Airport,UberGo,4.42,15.6,UPI,Cloudy,1.0,Completed,112.02,4.3,4.4
UB114123,2024-03-07,09:02,Thursday,9,False,Old City,Tech Park,Auto,7.84,16.2,Cash,Clear,1.8,Completed,187.06,5.0,4.4
UB118270,2024-03-07,09:04,Thursday,9,False,Downtown,Mall District,UberX,3.37,8.7,Card,Cloudy,1.2,Completed,137.36,4.9,4.6
UB113627,2024-03-07,09:11,Thursday,9,False,Tech Park,Old City,Auto,9.05,36.7,Cash,Clear,1.2,Completed,160.92,4.6,4.9
UB107738,2024-03-07,09:23,Thursday,9,False,University Area,Airport,UberGo,5.56,12.2,Wallet,Fog,1.0,Completed,119.46,4.5,5.0
UB108120,2024-03-07,09:25,Thursday,9,False,Airport,Mall District,UberGo,15.6,45.6,Cash,Cloudy,1.0,Completed,280.0,4.4,4.9
UB104125,2024-03-07,09:29,Thursday,9,False,Old City,Riverside,UberGo,3.26,12.9,UPI,Clear,1.8,Completed,171.38,4.6,4.8
UB116979,2024-03-07,09:33,Thursday,9,False,Suburb South,Mall District,Moto,2.59,9.9,UPI,Cloudy,1.0,Completed,38.46,5.0,4.8
UB111663,2024-03-07,09:34,Thursday,9,False,Railway Station,University Area,UberX,5.96,19.2,Card,Cloudy,1.0,Completed,167.04,4.5,4.2
UB101121,2024-03-07,09:48,Thursday,9,False,Old City,Downtown,Premier,3.47,8.9,Cash,Rain,1.0,Cancelled by Rider,0.0,,
UB105056,2024-03-07,09:54,Thursday,9,False,Suburb South,Tech Park,UberX,2.09,5.6,Cash,Cloudy,1.5,Completed,138.38,4.9,4.6
UB102917,2024-03-07,10:54,Thursday,10,False,Downtown,University Area,Premier,1.89,3.0,UPI,Clear,1.0,Completed,118.73,4.5,5.0
UB106402,2024-03-07,11:08,Thursday,11,False,Mall District,Riverside,Premier,6.2,25.8,Cash,Clear,1.0,Completed,242.16,4.3,4.4
UB114719,2024-03-07,11:29,Thursday,11,False,Old City,University Area,UberX,10.08,35.0,Card,Clear,1.0,Completed,249.04,4.6,4.5
UB102845,2024-03-07,11:33,Thursday,11,False,Tech Park,Airport,UberGo,15.21,38.0,Wallet,Clear,1.0,Completed,264.31,4.4,5.0
UB109175,2024-03-07,11:37,Thursday,11,False,Airport,Suburb South,UberGo,1.7,9.5,UPI,Cloudy,1.0,Completed,72.95,4.6,4.3
UB112041,2024-03-07,12:24,Thursday,12,False,University Area,Mall District,UberGo,2.99,5.4,Cash,Cloudy,1.0,Completed,80.99,4.7,4.5
UB112808,2024-03-07,12:58,Thursday,12,False,Tech Park,University Area,UberX,2.42,4.8,UPI,Cloudy,1.0,Completed,95.1,4.2,4.8
UB110797,2024-03-07,13:49,Thursday,13,False,Tech Park,Riverside,UberX,5.9,21.7,Card,Clear,1.0,Completed,170.76,4.2,4.9
UB113761,2024-03-07,13:49,Thursday,13,False,Suburb North,Suburb South,Premier,2.91,7.7,Card,Fog,1.0,Completed,146.41,4.8,5.0
UB114051,2024-03-07,14:53,Thursday,14,False,Mall District,University Area,Premier,2.31,6.4,UPI,Clear,1.0,Completed,133.35,4.5,4.7
UB102162,2024-03-07,15:33,Thursday,15,False,Downtown,Mall District,UberGo,8.36,17.1,Card,Clear,1.0,Completed,157.61,4.0,4.8
UB108261,2024-03-07,17:25,Thursday,17,False,Airport,Riverside,Auto,1.25,3.0,UPI,Clear,1.0,Completed,38.0,4.5,4.9
UB102076,2024-03-07,17:42,Thursday,17,False,Suburb North,Tech Park,UberX,4.0,14.2,UPI,Clear,1.0,Completed,132.56,4.7,4.2
UB115102,2024-03-07,17:47,Thursday,17,False,Tech Park,Downtown,Auto,6.26,23.2,Cash,Clear,1.0,Completed,98.28,4.9,4.5
UB105657,2024-03-07,17:54,Thursday,17,False,Riverside,University Area,Moto,7.54,20.3,Card,Clear,1.0,Completed,76.48,4.4,4.7
UB101229,2024-03-07,17:55,Thursday,17,False,Airport,Mall District,UberX,2.51,5.0,UPI,Clear,1.0,No Cars Available,0.0,,
UB100744,2024-03-07,18:00,Thursday,18,False,Downtown,University Area,UberGo,3.78,13.5,UPI,Clear,1.5,Completed,152.75,4.7,4.7
UB105280,2024-03-07,18:24,Thursday,18,False,Airport,Tech Park,UberGo,5.35,14.9,Card,Rain,1.5,Completed,181.8,4.5,4.4
UB114552,2024-03-07,18:58,Thursday,18,False,Railway Station,Downtown,Auto,3.2,6.8,UPI,Clear,1.8,Completed,103.32,4.5,4.6
UB112192,2024-03-07,19:14,Thursday,19,False,Riverside,Suburb North,Moto,6.88,21.4,UPI,Cloudy,1.8,Completed,132.12,4.7,4.4
UB116374,2024-03-07,19:24,Thursday,19,False,Downtown,Old City,UberX,13.24,49.8,Card,Cloudy,1.0,Completed,316.76,4.0,4.8
UB104528,2024-03-07,19:35,Thursday,19,False,Downtown,Airport,UberX,4.34,18.2,Wallet,Cloudy,1.8,No Cars Available,0.0,,
UB103021,2024-03-07,20:06,Thursday,20,False,Downtown,University Area,Premier,2.04,4.8,UPI,Clear,1.0,Completed,125.24,4.7,5.0
UB102144,2024-03-07,20:09,Thursday,20,False,Old City,Downtown,UberX,13.37,39.0,Cash,Clear,1.0,Completed,299.01,5.0,4.8
UB119166,2024-03-07,20:12,Thursday,20,False,Riverside,Old City,Auto,5.75,21.8,Cash,Cloudy,1.0,Completed,92.8,4.4,4.2
UB110310,2024-03-07,20:16,Thursday,20,False,Railway Station,Airport,UberGo,6.03,12.4,UPI,Clear,1.0,Completed,124.93,4.2,4.7
UB114734,2024-03-07,20:23,Thursday,20,False,Mall District,University Area,UberX,2.01,5.4,Card,Clear,1.0,Completed,90.85,3.8,4.4
UB102904,2024-03-07,20:43,Thursday,20,False,Riverside,Suburb North,UberGo,2.41,3.0,Card,Clear,1.0,Completed,71.01,4.8,5.0
UB119257,2024-03-07,21:12,Thursday,21,False,Tech Park,Riverside,Moto,5.08,13.8,UPI,Clear,1.0,Completed,56.52,4.0,5.0
UB103777,2024-03-07,21:48,Thursday,21,False,Airport,Old City,UberGo,4.17,14.1,Card,Clear,1.0,Completed,107.02,4.4,5.0
UB104561,2024-03-08,00:33,Friday,0,False,Tech Park,Railway Station,UberGo,4.71,11.5,UPI,Clear,1.0,Completed,109.06,4.6,5.0
UB116860,2024-03-08,02:26,Friday,2,False,Tech Park,Old City,Moto,3.54,13.6,Cash,Cloudy,1.0,Completed,47.12,4.4,5.0
UB105961,2024-03-08,07:08,Friday,7,False,Mall District,Airport,UberGo,4.67,22.9,UPI,Clear,1.0,Completed,125.72,5.0,4.0
UB116545,2024-03-08,07:12,Friday,7,False,University Area,Railway Station,Auto,2.93,11.3,UPI,Fog,1.0,Completed,59.74,4.2,4.9
UB108422,2024-03-08,07:23,Friday,7,False,Suburb South,Old City,UberGo,4.02,7.5,UPI,Cloudy,1.0,Completed,95.47,5.0,4.9
UB113179,2024-03-08,07:28,Friday,7,False,Mall District,Tech Park,UberX,7.29,27.6,UPI,Clear,1.0,Completed,199.45,4.9,4.5
UB115231,2024-03-08,07:43,Friday,7,False,Railway Station,Airport,Moto,6.16,18.3,Cash,Cloudy,1.0,Completed,66.6,4.8,4.6
UB103884,2024-03-08,07:53,Friday,7,False,Tech Park,Mall District,Auto,7.15,31.7,Cash,Cloudy,1.0,Completed,113.9,4.6,4.2
UB113491,2024-03-08,08:15,Friday,8,False,Downtown,Railway Station,Auto,7.88,29.1,UPI,Clear,2.0,Completed,234.28,3.9,5.0
UB105679,2024-03-08,08:30,Friday,8,False,Railway Station,Downtown,UberGo,4.34,14.4,UPI,Clear,1.2,Completed,131.21,4.8,5.0
UB114952,2024-03-08,08:39,Friday,8,False,Suburb North,Suburb South,UberX,11.49,25.9,Cash,Clear,1.0,Completed,250.99,4.8,4.8
UB107223,2024-03-08,08:47,Friday,8,False,Railway Station,Downtown,UberGo,0.92,6.8,UPI,Clear,1.0,Completed,60.32,4.4,4.3
UB102166,2024-03-08,08:49,Friday,8,False,Suburb North,Suburb South,Moto,2.85,6.8,Cash,Cloudy,1.2,Completed,45.05,4.3,4.3
UB107850,2024-03-08,08:53,Friday,8,False,Riverside,Railway Station,Moto,3.23,13.8,Card,Clear,1.0,Completed,45.42,4.7,4.7
UB110139,2024-03-08,09:09,Friday,9,False,Suburb South,Suburb North,UberX,3.87,7.6,Cash,Clear,1.0,Completed,118.99,4.9,4.6
UB117966,2024-03-08,09:10,Friday,9,False,Mall District,Suburb North,UberX,0.86,5.8,UPI,Cloudy,1.8,Completed,137.92,4.8,5.0
UB115098,2024-03-08,09:24,Friday,9,False,Riverside,Airport,UberXL,9.57,41.9,Card,Clear,1.8,Completed,552.46,4.5,4.6
UB114386,2024-03-08,09:26,Friday,9,False,Railway Station,University Area,Auto,3.86,10.5,Cash,Fog,1.0,Completed,66.38,4.7,4.9
UB107996,2024-03-08,09:51,Friday,9,False,Suburb North,Downtown,Premier,5.97,17.6,UPI,Clear,1.0,Completed,220.21,4.1,4.4
UB101918,2024-03-08,10:03,Friday,10,False,University Area,Suburb South,Auto,2.08,14.0,UPI,Clear,1.0,Completed,55.64,4.2,5.0
UB102196,2024-03-08,10:12,Friday,10,False,Mall District,Old City,Premier,5.39,17.3,Cash,Clear,1.0,Completed,209.69,4.9,4.6
UB101697,2024-03-08,10:16,Friday,10,False,Old City,Downtown,UberGo,2.07,6.0,UPI,Clear,1.0,Completed,71.77,4.5,4.9
UB111344,2024-03-08,10:34,Friday,10,False,Riverside,Tech Park,UberX,11.63,35.2,Cash,Cloudy,1.0,Completed,269.55,4.2,4.5
UB109934,2024-03-08,10:42,Friday,10,False,Riverside,Airport,UberGo,6.42,24.9,Cash,Clear,1.0,Completed,147.97,4.7,4.8
UB115050,2024-03-08,10:44,Friday,10,False,Riverside,Mall District,UberGo,3.89,8.4,Cash,Cloudy,1.0,Completed,95.39,3.2,4.7
UB113050,2024-03-08,11:16,Friday,11,False,Railway Station,Suburb North,UberGo,5.1,12.9,UPI,Clear,1.0,No Cars Available,0.0,,
UB102765,2024-03-08,11:53,Friday,11,False,Mall District,Old City,UberGo,12.28,28.6,Wallet,Clear,1.0,Completed,217.98,4.2,4.6
UB101409,2024-03-08,14:23,Friday,14,False,Mall District,University Area,UberX,4.74,16.5,UPI,Clear,1.0,Completed,146.32,3.7,5.0
UB112129,2024-03-08,15:21,Friday,15,False,Railway Station,Suburb South,UberX,2.75,5.5,Wallet,Cloudy,1.0,Completed,100.65,4.5,4.5
UB109836,2024-03-08,15:47,Friday,15,False,Airport,University Area,UberX,2.68,6.5,Cash,Clear,1.0,Completed,101.54,4.8,4.4
UB116743,2024-03-08,16:02,Friday,16,False,Old City,Riverside,UberX,2.16,8.2,Cash,Cloudy,1.0,Completed,97.84,4.4,4.6
UB119660,2024-03-08,16:24,Friday,16,False,Mall District,Airport,UberGo,2.17,3.0,UPI,Cloudy,1.0,Completed,68.37,4.9,5.0
UB105898,2024-03-08,17:03,Friday,17,False,Mall District,Old City,UberGo,2.96,8.6,UPI,Cloudy,1.0,Completed,85.46,5.0,4.7
UB116040,2024-03-08,17:15,Friday,17,False,Suburb South,Railway Station,UberGo,8.15,27.7,Cash,Clear,1.0,Completed,171.2,4.5,4.6
UB100846,2024-03-08,17:57,Friday,17,False,Downtown,Mall District,UberX,9.84,33.7,UPI,Cloudy,1.0,Completed,243.58,4.8,4.6
UB119067,2024-03-08,18:00,Friday,18,False,Suburb North,Airport,UberGo,7.03,26.0,Cash,Clear,1.2,Completed,187.6,4.4,4.6
UB105500,2024-03-08,18:03,Friday,18,False,Suburb North,Mall District,Auto,5.02,19.7,Wallet,Clear,1.2,Completed,101.83,4.0,4.9
UB105658,2024-03-08,18:20,Friday,18,False,Airport,Riverside,UberX,4.65,10.3,Card,Clear,1.8,Cancelled by Rider,0.0,,
UB104257,2024-03-08,18:35,Friday,18,False,Railway Station,Downtown,Moto,5.17,19.4,Cash,Cloudy,1.2,Completed,73.85,4.2,4.4
UB113665,2024-03-08,18:36,Friday,18,False,Suburb North,Airport,UberGo,3.3,7.6,UPI,Clear,1.2,Completed,105.24,3.8,4.7
UB109815,2024-03-08,18:37,Friday,18,False,Suburb South,Riverside,Premier,5.88,16.3,Cash,Rain,1.2,No Cars Available,0.0,,
UB113327,2024-03-08,18:54,Friday,18,False,Suburb North,Airport,Premier,5.88,18.8,UPI,Clear,1.5,Completed,331.98,4.4,5.0
